ARTWORK_TITLE,ARTIST,YEAR,MEDIUM,TYPE,DIMENSION,SUPPORT,FRAME,SIGNATURE,AUTHENTICITY,ABOUT,IMAGE_LOC,SElLER_ID,ARTWORK_ID
"Future - New Summer Collection!","Caroline Vis",2020,Painting,"Unique work","70 x 100 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition"Future" New Summer Collection. "Future" New summer collection. This is a high quality canvas on a 70cm x 100cm wooden frame Shipping in a wooden crate, comes with a certificate of authenticity.
        

        Read more",NULL,1,94
"Butterfly Collection","Caroline Vis",2017,Painting,"Unique work","120 x 80 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionButterfly Collection 120 cm x 80 cm is a creation new collection dripping Art painting with acrylic and ink. A modern Art ready to hang. Delivered with care and with certification.
        

        Read more",NULL,1,95
"Pink (Diptyque)","Caroline Vis",2018,Painting,"Unique work","160 x 200 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition"Pink" Diptych with small pieces of glass and golden powders!
        

        Read more",NULL,1,96
Stronger,"Caroline Vis",2015,Painting,"Unique work","100 x 70 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition"Stronger" is created in the series with the art painting "The Clash". Inspiration: It is about getting stronger, improving yourself, surpassing yourself and deepening yourself more and more during the process of creating paintings. This is a painting from 2015 and has been in the artist's own personal collection for years. Warm natural colors with golden and silver tones floating in small lines, acrylic paints with an epoxy finish. The painted frame is a mixture of sand and acrylic. Comes with a certificate of authenticity and shipped in a wooden crate.
        

        Read more",NULL,1,97
"The Clash","Caroline Vis",2015,Painting,"Unique work","100 x 70 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition"The Clash" is created in the series with the art painting "Stronger". Inspiration: It is about getting stronger, improving yourself, surpassing yourself and deepening yourself more and more during the process of creating paintings. This is a painting from 2015 and has been in the artist's own personal collection for years. Warm natural colors with golden and silver tones floating in small lines, acrylic paints with an epoxy finish. The painted frame is a mixture of sand and acrylic. Comes with a certificate of authenticity and shipped in a wooden crate.
        

        Read more",NULL,1,98
"L'esprit de la pluie","Timothy Archer",2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,99
"Grande prêtresse","Timothy Archer",2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100
"La grande Succube","Timothy Archer",2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,101
"Grand Mère","Timothy Archer",2010,Sculpture,"Unique work","26 x 18 x 11 cm (Height x Width x Depth)","Sculpture sold with wood pedestal. Dimensions of pedestal:21 x 21 x 2 cm",NULL,"Signed artwork","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionPlaster, marble dust, oil paint, found objects, glue, paper 

"With regard to the creation of the masks, these objects were the first" constructions "which served to apprehend reality in three dimensions. This distance between the surface of a canvas and the objects in dimension was necessary in order to be able to understand precisely the supreme object that is painting.These heads have become studio companions and over the years have bathed in the painting of my successive exhibitions as friends seated at an endless feast of color in which the dishes are: contrast, symbolism, material, play and color. "
        

        Read more",NULL,1,102
"À bras ouverts","Timothy Archer",2018,Painting,"Unique work","160 x 100 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionOil on canvas. Canvas mounted on frame.
        

        Read more",NULL,1,103
"Interaction II","Caroline Vis",2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,104
"Prélude à la guerre","Timothy Archer",2017,Painting,"Unique work","120 x 80 x 0.1 cm (Height x Width x Depth)","Painting on paper","Black wood case","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,105
"La tête entre les jambes","Timothy Archer",2017,Painting,"Unique work","120 x 80 x 0.1 cm (Height x Width x Depth)","Painting on paper","Black wood case","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,106
"La veuve rouge","Timothy Archer",2017,Painting,"Unique work","120 x 80 x 0.2 cm (Height x Width x Depth)","Painting on paper","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWork on paper. Mixed media, charcoal, oil pigments.
        

        Read more",NULL,1,107
"Odalisque à la mouche","Timothy Archer",2017,Painting,"Unique work","120 x 80 x 1 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Artwork sold with an invoice from the gallery","Artwork sold in perfect conditionOdalisque on the fly.
        

        Read more",NULL,16,108
"Le serment de la guérisseuse","Timothy Archer",2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,109
"L'écervelée attentive","Timothy Archer",2018,Painting,"Unique work","120 x 80 x 0.1 cm (Height x Width x Depth)","Painting on paper","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWork on paper, mixed technique.
        

        Read more",NULL,1,110
"L'oiseau totem","Timothy Archer",2014,Painting,"Unique work","28.5 x 21 x 0.2 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,111
"Le coin des farceurs","Timothy Archer",2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,112
VEGETAL,"Timothy Archer",2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,113
"La reine de Saba","Timothy Archer",2018,Painting,"Unique work","149.5 x 149.5 x 0.1 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionDeities, kings, queens, warriors and other fabulous characters populate the paintings and drawings of Timothy Archer ... such as this majestic Queen of Sheba.
        

        Read more",NULL,1,114
"Tombée du Ciel","Timothy Archer",2018,Painting,"Unique work","120 x 80 x 0.1 cm (Height x Width x Depth)","Painting on paper","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,115
L'archiviste,"Timothy Archer",2015,Painting,"Unique work","100 x 70 x 0.1 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionOmnipresent in his painting, the eye is obvious to Timothy Archer. He sets the tone. The intensity of his gaze, its color and its place determine the tone of the canvas. An essential element of his work, the eye which “looks at itself” is one of the keys to the artist's universe. He is one of the crucial elements of the story he tells. Its hypnotic power calls out to us spectators. Oval, spherical, oblong, angular, tapered… whatever its shape, the eye is the open window through which we are invited to enter the canvas and to open up to our own imagination. This eye is profane and sacred, ancestral and primitive, primordial and symbolic.
        

        Read more",NULL,1,116
"La tête écarlate","Timothy Archer",2017,Painting,"Unique work","65 x 50 x 2.5 cm (Height x Width x Depth)","Painting on paper","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,117
"Les secrets de la dame patronnesse","Timothy Archer",2018,Painting,"Unique work","160 x 100 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,118
"Sans titre","Timothy Archer",2016,Painting,"Unique work","169 x 99.5 x 1 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionHuile sur toile
        

        Read more",NULL,1,119
"Le chevalier et l'oiseau facétieux","Timothy Archer",2019,Painting,"Unique work","65 x 50 x 0.1 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionOil and pastel on paper. Work signed by the artist.
        

        Read more",NULL,1,120
"Les habitants du Quasar","Timothy Archer",2019,Painting,"Unique work","77 x 55.5 x 0.1 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionOil and pastel painting on paper. Work signed by the artist.
        

        Read more",NULL,1,121
"Le sourire complice des amants","Timothy Archer",2018,Painting,"Unique work","160 x 100 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,122
"Dissensions au confessionnal","Timothy Archer",2018,Painting,"Unique work","120 x 80 x 2.5 cm (Height x Width x Depth)","Painting on paper","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionMixed media on paper. Oil, oil pastel, charcoal.
        

        Read more",NULL,1,123
"La jeune fille et ma mouette","Timothy Archer",2019,Painting,"Unique work","110 x 77 x 0.1 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionOil and pastel technique on paper. Work signed by the artist.
        

        Read more",NULL,1,124
"Oiseau totem d'abondance","Timothy Archer",2018,Painting,"Unique work","160 x 100 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,125
"Chimère à trois têtes","Timothy Archer",2018,Painting,"Unique work","160 x 100 x 2.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionOil painting. Canvas mounted on frame. Work signed by the artist.
        

        Read more",NULL,1,126
"La grande métamorphose","Timothy Archer",2017,Painting,"Unique work","150 x 280 x 0.1 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionMixed media on paper.
        

        Read more",NULL,1,127
